1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.111111111,0
1.333333333,0
1.111111111,0
1.333333333,0
1.333333333,0
1.142857143,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.333333333,0
1.2,0
1.333333333,0
1.5,0
1.333333333,0
1.2,0
1.142857143,0
1.2,0
1.2,0
1.090909091,0
1.473684211,0
1.333333333,0
1.333333333,0
1.111111111,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.333333333,0
1.111111111,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.142857143,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.142857143,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.333333333,0
1.2,0
1.2,0
1.111111111,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.111111111,0
1.2,0
1.2,0
1.333333333,0
1.25,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.142857143,0
1.5,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.5,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.111111111,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.111111111,0
1.333333333,0
1.111111111,0
1.333333333,0
1.333333333,0
1.142857143,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.333333333,0
1.2,0
1.333333333,0
1.5,0
1.333333333,0
1.2,0
1.142857143,0
1.2,0
1.2,0
1.090909091,0
1.473684211,0
1.333333333,0
1.333333333,0
1.111111111,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.333333333,0
1.111111111,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.142857143,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.142857143,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.333333333,0
1.2,0
1.2,0
1.111111111,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.111111111,0
1.2,0
1.2,0
1.333333333,0
1.25,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.333333333,0
1.2,0
1.2,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.142857143,0
1.5,0
1.333333333,0
1.333333333,0
1.142857143,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.333333333,0
1.333333333,0
1.5,0
1.2,0
1.333333333,0
1.333333333,0
1.2,0
1.333333333,0
1.111111111,0
1.333333333,0
